,Theme,Category,Source,Valence_mean,Valence_SD,Valence_N,Arousal_mean,Arousal_SD,Arousal_N,normalized_valence,normalized_arousal
382,Garbage dump 5,Scene,Pixabay,2.13725490196078,1.00532459352294,102,3.32673267326733,1.6976979171283,101,0.19125683060109244,0.40540540540540704
383,Garbage dump 6,Scene,Pixabay,1.96296296296296,0.94647329574057,108,3.31730769230769,1.87608569513075,104,0.15887472171625158,0.40306652806652826
384,Garbage dump 7,Scene,Pixabay,2.73529411764706,1.17672536554017,102,2.47524752475248,1.60370857331337,101,0.30236794171220466,0.1941031941031961
385,Garbage dump 8,Scene,Pixabay,2.05882352941176,1.12420294679364,102,3.14851485148515,1.83513562776086,101,0.1766848816029139,0.36117936117936233
386,Gargoyle 1,Object,Wikipedia,3.90196078431373,1.3680209303127,102,3.74257425742574,1.70677160362208,101,0.5191256830601104,0.5085995085995089
387,Gargoyle 2,Object,Wikipedia,3.26851851851852,1.24259662917273,108,3.75961538461538,1.87727954535586,104,0.40143695608176555,0.5128283878283876
388,Gazing 1,Person,Pixabay,4.86274509803922,1.09036478305393,102,3.08910891089109,1.64984247672916,101,0.6976320582877972,0.34643734643734747
389,Gazing 2,Person,Pixabay,5.1078431372549,1.01383364918499,102,3.37623762376238,1.59907151277555,101,0.7431693989071039,0.4176904176904194
390,Gazing 3,Person,Flickr/Joshua Blount,5.42592592592593,1.16974079486527,108,3.31067961165049,1.70368186189236,103,0.8022667476219402,0.4014217218100733
391,Gazing 4,Person,Pixabay,4.49019607843137,1.01225263976793,102,3.00990099009901,1.36744323103338,101,0.628415300546448,0.32678132678132754
392,Gazing 5,Person,Pixabay,5.44444444444444,1.02613814935302,108,3.30769230769231,1.58926570989224,104,0.8057073466909529,0.40068040068040206
393,Gazing 6,Person,Pixabay,5.84313725490196,1.05064900300206,102,3.48514851485149,1.65296014099638,101,0.8797814207650275,0.44471744471744673
394,Gazing 7,Person,Wikipedia,4.98039215686275,1.07150668563645,102,3.56435643564356,1.53242188436578,101,0.7194899817850651,0.46437346437346405
395,Goat 1,Animal,Flickr/Neil Piddock,5.33333333333333,1.22283568103149,108,3.30769230769231,1.76303425051357,104,0.785063752276867,0.40068040068040206
396,Goat 2,Animal,Pixabay,5.2037037037037,1.22862478595341,108,3.03846153846154,1.69478398499275,104,0.7609795587937662,0.33386883386883504
397,Gorrila 1,Animal,Flickr/Antony Stanley,3.90740740740741,1.35023042019063,108,3.53846153846154,1.68328779605022,104,0.5201376239627615,0.4579474579474591
398,Grass 1,Scene,Pixabay,4.96296296296296,1.09310435005573,108,2.23076923076923,1.46301171766816,104,0.7162517708965795,0.13343413343413402
399,Grass 2,Scene,Pixabay,4.94117647058824,1.02274653917834,102,2.42574257425743,1.53196954704371,101,0.7122040072859759,0.18181818181818368
400,Grass 3,Scene,Pixabay,5.00980392156863,1.03880260505146,102,2.10891089108911,1.32590339089249,101,0.7249544626593817,0.10319410319410423
401,Grass 4,Scene,Pixabay,5.22549019607843,1.15960784379379,102,2.10891089108911,1.5093110355325,101,0.7650273224043718,0.10319410319410423
402,Grass 5,Scene,Pixabay,4.94117647058824,0.952573683247203,102,2.42574257425743,1.52542803601786,101,0.7122040072859759,0.18181818181818368
403,Grass 6,Scene,Pixabay,5.15841584158416,1.07454802840382,101,2.85436893203884,1.79546141860302,103,0.7525654204764747,0.2881849192528824
404,Grass 7,Scene,Pixabay,4.8921568627451,0.910954919982084,102,2.33663366336634,1.49851411553427,101,0.7030965391621138,0.15970515970516133
405,Graveyard 1,Scene,Wikipedia,3.2037037037037,1.25123684049591,108,3.46153846153846,1.68328779605022,104,0.3893948593402142,0.4388584388584392
406,Graveyard 2,Scene,Wikipedia,3.27722772277228,1.14121699848178,101,3.57281553398058,1.79652137584666,103,0.4030550596043221,0.4664726509386705
407,Graveyard 3,Scene,Wikipedia,3.57843137254902,1.23028029093111,102,3.61386138613861,1.59355136114091,101,0.4590163934426235,0.4766584766584765
408,Graveyard 4,Scene,Wikipedia,3.21296296296296,1.2828919282426,108,3.625,1.66160233813542,104,0.39111515887472165,0.4794226044226052
409,Guitar 1,Person,Pixabay,5.52777777777778,0.971157256805242,108,3.25961538461538,1.57032673804754,104,0.8211900425015188,0.38874976374976344
410,Gun 1,Object,Pixabay,2.73267326732673,1.47574448404126,101,4.01941747572816,1.88378312791705,103,0.3018810077729084,0.5773001598244335
411,Gun 2,Person,Pixabay,2.74509803921569,1.11414198670132,102,4.1980198019802,1.57492731248269,101,0.30418943533697734,0.6216216216216228
412,Gun 3,Object,Pixabay,2.97058823529412,1.55082783612043,102,4.02970297029703,1.68199551452764,101,0.34608378870674034,0.5798525798525805
413,Gun 4,Object,Pixabay,2.86274509803922,1.4558806370823,102,3.89108910891089,1.75442862550182,101,0.3260473588342453,0.545454545454546
414,Gun 5,Object,Pixabay,2.92156862745098,1.53948862867444,102,4.11881188118812,1.80713656768309,101,0.33697632058287824,0.6019656019656029
415,Gun 6,Object,Pixabay,2.84158415841584,1.51481136295795,101,3.96116504854369,1.93989250812517,103,0.3221158181391911,0.562844397795855
416,Gun 7,Object,Pixabay,2.88118811881188,1.56388700814906,101,4.01941747572816,1.89416328739089,103,0.32947393099965755,0.5773001598244335
417,Gun 8,Object,Pixabay,3.07920792079208,1.45384434047687,101,3.94174757281553,1.70250819996555,103,0.3662644953019898,0.5580258104529948
418,Gun 9,Object,Pixabay,2.88235294117647,1.43709082956402,102,4.34653465346535,1.73456417329747,101,0.329690346083789,0.6584766584766601
419,Gun 10,Object,Pixabay,2.64356435643564,1.50721039285059,101,4.1747572815534,1.8861059816043,103,0.28532525383685886,0.6158488585673063
420,Hallway 1,Scene,Wikipedia,2.61111111111111,1.12601632873847,108,3.375,1.94680470096241,104,0.27929568913175484,0.4173832923832932
421,Hang gliding 1,Person,Wikipedia,5.05555555555556,1.19838936562834,108,4.34615384615385,1.78868737883633,104,0.7334547662416527,0.6583821583821601
422,Hang gliding 2,Person,Wikipedia,5.17647058823529,1.10275770168761,102,4.1980198019802,1.57492731248269,101,0.7559198542805097,0.6216216216216228
423,Hang gliding 3,Person,Wikipedia,4.93137254901961,1.06482745240597,102,4.0990099009901,1.53951258841914,101,0.710382513661203,0.597051597051598
424,Hangover 1,Person,Pixabay,2.41584158415842,0.930240041415905,101,3.3495145631068,1.75291766785438,103,0.24301610488917863,0.4110588964957914
425,Happy face 1,Person,Pixabay,5.47222222222222,0.990216943409663,108,3.02884615384615,1.56078602782228,104,0.8108682452944748,0.33148270648270634
426,Happy face 2,Person,Pixabay,5.19444444444444,1.05421568785088,108,3.17307692307692,1.70346481688789,104,0.759259259259259,0.36727461727461724
427,Happy pose 1,Person,Wikipedia,4.88888888888889,1.2776536126408,108,3.875,1.66452127290737,104,0.7024893746205229,0.5414619164619172
428,Happy pose 2,Person,Wikipedia,5.6078431372549,0.945619004611862,102,3.93069306930693,1.58276609606457,101,0.8360655737704918,0.555282555282556
429,Happy pose 3,Scene,Wikipedia,5.74257425742574,0.986442754005874,101,3.93203883495146,1.67016575391064,103,0.8610975851683529,0.5556165167815671
430,Heart 1,Object,Pixabay,4.66666666666667,1.01798999521755,102,2.77227722772277,1.51579146401352,101,0.6612021857923507,0.267813267813268
431,Heart 2,Object,Pixabay,4.92592592592593,1.15769432234699,108,3.09615384615385,1.59196545047908,104,0.7093705727585521,0.34818559818559985
432,Heart 3,Object,Pixabay,4.74509803921569,1.01167711467274,102,2.53465346534653,1.45989284836692,101,0.6757741347905294,0.20884520884520844
433,Horse 1,Animal,Pixabay,5.93518518518519,1.05257271063824,108,3.72115384615385,1.71490740087542,104,0.8968832220198353,0.50328387828388
434,Horse racing 1,Animal,Pixabay,4.2156862745098,1.53911026747706,102,4.30693069306931,1.56679656788893,101,0.5774134790528229,0.6486486486486501
435,House 1,Scene,Pixabay,4.70588235294118,0.885395646797897,102,3.06930693069307,1.57643538239012,101,0.6684881602914401,0.3415233415233424
436,Injury 1,Person,Pixabay,1.97058823529412,0.999563096170801,102,4.53465346534653,1.90559364207401,101,0.16029143897996437,0.7051597051597047
437,Injury 2,Person,Pixabay,2.09259259259259,0.767774268776367,108,4.05769230769231,2.04239970735418,104,0.18295891519935223,0.5867983367983381
438,Injury 3,Person,Pixabay,1.97058823529412,0.927638141648143,102,4.7029702970297,1.93672173765591,101,0.16029143897996437,0.7469287469287469
439,Injury 4,Person,Wikipedia,1.3921568627451,0.935090007264065,102,5.46534653465347,2.2116254494631,101,0.05282331511839781,0.936117936117938
440,Intensity 1,Person,Pixabay,2.81372549019608,1.14087331632319,102,4.14851485148515,1.83513562776086,101,0.3169398907103832,0.6093366093366105
441,Jail 1,Scene,Pixabay,2.22549019607843,0.973987036580921,102,3.73267326732673,1.77702610621741,101,0.20765027322404386,0.5061425061425063
442,Jail 2,Scene,Pixabay,2.01980198019802,1.19147134266672,101,3.6504854368932,2.00835869903798,103,0.16943497628451407,0.4857470003101069
443,Jail 3,Scene,Pixabay,2.51960784313725,1.19180694958806,102,3.9009900990099,1.85744421447886,101,0.2622950819672126,0.5479115479115484
444,Jail 4,Scene,Pixabay,2.11111111111111,1.04419475153236,108,3.43269230769231,1.78866128318351,104,0.18639951426836687,0.43170005670005807
445,Jail 5,Scene,Pixabay,3.06862745098039,1.35163856497515,102,3.28712871287129,1.72821661641917,101,0.3642987249544627,0.3955773955773971
446,Keyboard 1,Object,Pixabay,4.16666666666667,0.75888575606548,102,2.14851485148515,1.45179983891624,101,0.5683060109289627,0.11302211302211417
447,Keyboard 2,Object,Pixabay,4.10891089108911,0.614833149708275,101,2.36893203883495,1.57797519341157,103,0.5575754296741156,0.16772023568140115
448,Keyboard 3,Object,Pixabay,4.33333333333333,0.722116434665852,102,2.28712871287129,1.48550754736128,101,0.5992714025500909,0.14742014742014892
449,Keys 1,Object,Pixabay,4.02970297029703,0.655064050983634,101,2.36893203883495,1.54024629595359,103,0.5428592039531827,0.16772023568140115
450,KKK rally 1,Person,Wikipedia,1.34313725490196,0.895479273623583,102,4.7029702970297,2.20700953534617,101,0.04371584699453574,0.7469287469287469
451,KKK rally 2,Person,Wikipedia,1.25490196078431,0.713189385229504,102,4.98019801980198,2.10703677243565,101,0.02732240437158436,0.8157248157248165
452,Knife 1,Object,Pixabay,3.24509803921569,1.21407810039449,102,3.62376237623762,1.70793141049935,101,0.3970856102003654,0.4791154791154789
453,Knife 2,Object,Pixabay,3.34313725490196,1.04829043325775,102,3.7029702970297,1.55913151757923,101,0.4153005464480876,0.4987714987714988
454,Lake 1,Scene,Pixabay,6.25490196078431,0.897590553746158,102,3.97029702970297,1.96191460336353,101,0.9562841530054643,0.5651105651105658
455,Lake 2,Scene,Pixabay,6.3921568627451,0.869241876865692,102,3.89108910891089,2.02435663902885,101,0.9817850637522778,0.545454545454546
456,Lake 3,Scene,Pixabay,5.96296296296296,0.926514177970269,108,3.22115384615385,1.96551201743074,104,0.9020441206233556,0.3792052542052559
457,Lake 4,Scene,Pixabay,5.78703703703704,1.09417254978769,108,3.27884615384615,1.98761569007728,104,0.8693584294677201,0.3935220185220184
458,Lake 5,Scene,Pixabay,5.95049504950495,1.06184968450118,101,4.30097087378641,1.87781136399565,103,0.8997276776858016,0.6471696762958912
459,Lake 6,Scene,Pixabay,4.48039215686275,0.852839081043838,102,2.47524752475248,1.4324388950733,101,0.6265938069216771,0.1941031941031961
460,Lake 7,Scene,Flickr/James Wheeler,6.09259259259259,1.02799175454925,108,3.58653846153846,1.94891344845642,104,0.9261283141064561,0.46987809487809523
461,Lake 8,Scene,Flickr/James Wheeler,6.20588235294118,0.915631419793587,102,3.96039603960396,1.85968165060156,101,0.9471766848816041,0.5626535626535634
462,Lake 9,Scene,Flickr/James Wheeler,6.41176470588235,0.824776491493429,102,4.10891089108911,1.91781641508779,101,0.9854280510018214,0.5995085995086005
463,Lake 10,Scene,Flickr/James Wheeler,6.14705882352941,1.00884267408749,102,3.81188118811881,1.87463527805879,101,0.9362477231329692,0.525798525798526
464,Lake 11,Scene,Flickr/James Wheeler,5.7156862745098,1.04717867994461,102,3.98019801980198,1.79432548897797,101,0.8561020036429869,0.5675675675675683
465,Lake 12,Scene,Flickr/James Wheeler,6.37623762376238,0.870074538743835,101,4.72815533980583,1.76120599699986,103,0.978827390935816,0.7531785978387938
466,Lake 13,Scene,Flickr/James Wheeler,6.16666666666667,0.98113037993424,108,3.72115384615385,1.98761569007728,104,0.9398907103825147,0.50328387828388
467,Lake 14,Scene,Flickr/James Wheeler,6.31372549019608,0.943769481806527,102,4.66336633663366,1.64485396143714,101,0.9672131147540991,0.7371007371007371
468,Lake 15,Scene,Flickr/James Wheeler,6.24752475247525,0.920933663127366,101,4.63106796116505,1.74889484017841,103,0.9549135241393002,0.729085661124497
469,Lake 16,Scene,Flickr/James Wheeler,6.10891089108911,0.926293583039523,101,4.29126213592233,1.76363632795362,103,0.9291601291276675,0.644760382624461
470,Lake 17,Scene,Wikipedia,5.58823529411765,1.00840960144504,102,3.61386138613861,1.69688123939009,101,0.8324225865209482,0.4766584766584765
471,Lamb 1,Animal,Pixabay,5.75490196078431,0.958921367116694,102,3.95049504950495,1.7457161145144,101,0.8633879781420764,0.5601965601965609
472,Lava 1,Scene,Pixabay,4.05555555555556,1.58752928199256,108,4.72115384615385,1.60978036715277,104,0.5476624165148768,0.7514411264411281
473,Lightning 1,Scene,Pixabay,4.85294117647059,1.17226242139904,102,4.52475247524752,1.62230736548868,101,0.6958105646630244,0.7027027027027022
474,Lightning 2,Scene,Wikipedia,4.25742574257426,1.38313748663345,101,4.62135922330097,1.69842201766394,103,0.5851683529008649,0.726676367453067
475,Lightning 3,Scene,Wikipedia,4.58823529411765,1.2847386078978,102,4.79207920792079,1.71648962527111,101,0.6466302367941723,0.7690417690417692
476,Lightning 4,Scene,Wikipedia,4.46078431372549,1.36194072818102,102,4.83168316831683,1.61906952865337,101,0.6229508196721316,0.7788697788697792
477,Lightning 5,Scene,Wikipedia,4.41176470588235,1.3076540946356,102,4.53465346534653,1.65266062115392,101,0.6138433515482694,0.7051597051597047
478,Lightning 6,Scene,Wikipedia,4.49019607843137,1.4470529836223,102,4.71287128712871,1.60210257888418,101,0.628415300546448,0.7493857493857494
479,Lightning 7,Scene,Wikipedia,4.43564356435644,1.19512209906903,101,4.46601941747573,1.67341106362261,103,0.6182798607729637,0.688127668710194
480,Lion 1,Animal,Pixabay,5.01980198019802,1.24080778543497,101,4.33980582524272,1.63030971470089,103,0.726812025464842,0.6568068509816093
481,Lion 2,Animal,Flickr/Matt Reinbold,3.65686274509804,1.47919631670404,102,4.27722772277228,1.7556697404762,101,0.47358834244080195,0.6412776412776428
482,Lion 3,Animal,Flickr/arlo,4.94444444444444,1.24430165328242,108,3.78846153846154,1.71046508705683,104,0.7128111718275649,0.5199867699867711
483,Lion 4,Animal,Flickr/Glen Bowman,4.62745098039216,1.47535240715432,102,4.21782178217822,1.70648152873707,101,0.6539162112932615,0.6265356265356278
484,Lion 5,Animal,Wikipedia,3.72549019607843,1.38704660057986,102,4.69306930693069,1.64768063809359,101,0.4863387978142078,0.7444717444717445
485,Massage 1,Person,Wikipedia,5.70588235294118,1.03968993182533,102,4.16831683168317,1.7092062890751,101,0.8542805100182161,0.6142506142506154
486,Massage 2,Person,Flickr/Synergy ByDesign,5.75490196078431,1.10297773834436,102,4.11881188118812,1.75092620468637,101,0.8633879781420764,0.6019656019656029
487,Meerkat 1,Animal,Pixabay,4.9537037037037,1.17913527050732,108,3.34615384615385,1.64741180219291,104,0.7145314713620722,0.4102249102249119
488,Memorial 1,Scene,Pixabay,4.66666666666667,1.4646550861729,102,4.4,1.88025358272589,100,0.6612021857923507,0.6717444717444726
489,Memorial 2,Scene,Pixabay,2.96039603960396,1.35588194234755,101,3.87378640776699,1.90808194243044,103,0.3441901567205904,0.5411607547529884
490,Memorial 3,Scene,Pixabay,3.05555555555556,1.45225144789488,108,3.52884615384615,1.7788221846073,104,0.36187006678810074,0.4555613305613304
491,Miserable face 1,Person,Wikipedia,3.52475247524752,1.08253461289642,101,3.43689320388349,1.71309777265597,103,0.44904326498223546,0.43274253953865555
492,Miserable face 2,Person,Pixabay,2.58823529411765,1.15486865376755,102,3.89108910891089,1.82702484985295,101,0.2750455373406202,0.545454545454546
493,Miserable pose 1,Person,Wikipedia,2.55882352941176,0.970592647490016,102,3.43564356435644,1.65780482315717,101,0.26958105646630187,0.4324324324324343
494,Miserable pose 2,Person,Pixabay,2.7962962962963,0.914670251182014,108,3.16346153846154,1.68436889695536,104,0.31370167982189945,0.3648884898884911
495,Miserable pose 3,Person,Wikipedia,1.1078431372549,0.419968474656029,102,5.14851485148515,2.34258890381501,101,0.0,0.8574938574938586
496,Miserable pose 4,Person,Wikipedia,2.58333333333333,0.977551776958906,108,3.96153846153846,1.60655862633941,104,0.2741347905282329,0.5629370629370632
497,Miserable pose 5,Person,Pixabay,2.95098039215686,0.947925833465013,102,3.44554455445545,1.58414170783268,101,0.34244080145719474,0.43488943488943677
498,Money 1,Object,Pixabay,4.96039603960396,1.14822290587854,101,3.67961165048544,1.74453540212708,103,0.7157748561741425,0.4929748813243975
499,Monkey 1,Animal,Pixabay,4.87128712871287,1.13721911992926,101,4.21359223300971,1.60055434904686,103,0.6992191022380929,0.6254860332530247
500,Monkey 2,Animal,Flickr/Jo Christian Oterhals,4.02941176470588,1.3159785904616,102,3.72277227722772,1.68593482603088,101,0.5428051001821493,0.5036855036855037
501,Monkey 3,Animal,All-free-download.com,3.62037037037037,1.22830779874577,108,3.56730769230769,1.69959688582593,104,0.4668083383930381,0.4651058401058403
502,Monkey 4,Animal,Pixabay,2.86111111111111,1.09764687419777,108,3.68269230769231,1.79678473934746,104,0.32574377656344883,0.49373936873937013
503,Moon 1,Scene,Pixabay,5.27450980392157,1.17866229550013,102,3.61386138613861,1.8109130129838,101,0.774134790528234,0.4766584766584765
504,Mother 1,Person,Pixabay,6.1078431372549,1.15960784379379,102,4.08910891089109,1.74985147884608,101,0.9289617486338798,0.5945945945945955
505,Mother 2,Person,Pixabay,5.92592592592593,1.02038753590668,108,3.84615384615385,1.71101077700118,104,0.8951629224853281,0.534303534303536
506,Mother 3,Person,Pixabay,5.08910891089109,1.51062245383147,101,4.10679611650485,1.68565238059929,103,0.7396887229706584,0.5989838028672977
507,Mother 4,Person,Pixabay,6.04901960784314,1.16361889392739,102,4.08910891089109,1.72104044055327,101,0.9180327868852468,0.5945945945945955
508,Mother 5,Person,Pixabay,5.93518518518519,1.01643640039117,108,3.50961538461538,1.62501795244866,104,0.8968832220198353,0.45078907578907546
509,Mother 6,Person,Pixabay,6.07843137254902,1.15772288027873,102,4.44554455445545,1.72322515954679,101,0.9234972677595634,0.6830466830466849
510,Mother 7,Person,Pixabay,6.03960396039604,1.19933975235717,101,4.30097087378641,1.64992543774673,103,0.9162834316218512,0.6471696762958912
511,Mother 8,Person,Pixabay,5.93137254901961,1.24486910458723,102,3.97029702970297,1.79697215083904,101,0.896174863387979,0.5651105651105658
512,Mother 9,Person,Flickr/Graco Children Products,5.98148148148148,1.11053983236984,108,3.63461538461538,1.80106598590564,104,0.9054847196923702,0.48180873180873146
513,Motocross 1,Person,Pixabay,4.77777777777778,1.01698963257871,108,3.86538461538462,1.74632869996021,104,0.6818457802064369,0.539075789075791
514,Musician 1,Person,Pixabay,5.40740740740741,0.947569808905051,108,3.21153846153846,1.54337341354968,104,0.7988261485529254,0.3768191268191272
515,Nature 1,Scene,Pixabay,6.11881188118812,0.972492968744466,101,4.42718446601942,1.7523202643284,103,0.9309996573427841,0.6784904940244759
516,Nature 2,Scene,Pixabay,5.66666666666667,1.04676146803228,102,3.57425742574257,1.75696633236648,101,0.8469945355191267,0.46683046683046653
517,Neonazi 1,Person,Wikipedia,2.03921568627451,1.47535240715432,102,4.43564356435644,2.14203567469899,101,0.1730418943533702,0.6805896805896823
518,Neutral face 1,Person,Wikipedia,3.96078431372549,0.716448454993376,102,2.40594059405941,1.3503941485491,101,0.5300546448087434,0.17690417690417864
519,Neutral face 2,Person,Pixabay,4.67592592592593,0.905112206641411,108,2.18269230769231,1.39182371858996,104,0.6629224853268582,0.1215034965034979
520,Neutral face 3,Person,Pixabay,4.5049504950495,0.98614159608281,101,2.62135922330097,1.43565592616092,103,0.6311565582787783,0.23036187113857076
521,Neutral face 4,Person,Pixabay,3.89108910891089,0.870643326500696,101,2.17821782178218,1.30687443623296,101,0.5171058089415501,0.12039312039312165
522,Neutral face 5,Person,Pixabay,4.98039215686275,1.05286400687248,102,3.77227722772277,1.67857789881085,101,0.7194899817850651,0.5159705159705162
523,Neutral pose 1,Person,Pixabay,5.05882352941176,1.02274653917834,102,3.01980198019802,1.54259649954097,101,0.7340619307832419,0.32923832923833
524,Neutral pose 2,Scene,Pixabay,5.25490196078431,1.12299347581755,102,3.66336633663366,1.66899507322683,101,0.7704918032786884,0.4889434889434889
525,Neutral pose 3,Person,Pixabay,3.81188118811881,0.560586679954647,101,2.60194174757282,1.43718001263942,103,0.5023895832206172,0.2255432837957129
526,Nude couple 1,Person,Wikipedia,5.42156862745098,1.2058953742591,102,4.99009900990099,1.33787181377702,101,0.8014571948998183,0.8181818181818189
527,Nude couple 2,Person,Wikipedia,5.44117647058824,1.07697347671143,102,4.40594059405941,1.55034330276737,101,0.8051001821493639,0.6732186732186749
528,Nude couple 3,Person,Flickr/you me,5.45098039215686,1.09569319782964,102,4.5049504950495,1.41155065354551,101,0.8069216757741348,0.6977886977886973
529,Nude couple 4,Person,Flickr/Marquis C.,5.36274509803922,1.06044279642076,102,4.46534653465347,1.38970756949542,101,0.7905282331511851,0.6879606879606899
530,Nude couple 5,Person,Wikipedia,5.68518518518519,1.35099927120873,108,5.34615384615385,1.29051228459248,104,0.8504351345881414,0.9065394065394082
531,Nude couple 6,Person,Flickr/kris krueg,5.2970297029703,1.57190683219741,101,5.42718446601942,1.74671648118368,103,0.7783188154881072,0.9266477421817241
532,Nude couple 7,Person,Wikipedia,5.69306930693069,1.06529408387943,101,4.21359223300971,1.71870040641117,103,0.8518999440927698,0.6254860332530247
533,Nude couple 8,Person,DeviantArt,5.27777777777778,1.26663387398116,108,4.70192307692308,1.51932411961147,104,0.7747419550698249,0.7466688716688732
534,Nude couple 9,Person,Flickr/Jaume Ventura,5.16666666666667,1.32069088830136,102,5.05940594059406,1.36983051636484,101,0.7540983606557388,0.8353808353808363
535,Nude couple 10,Person,Wikipedia,5.5,1.06007658979794,102,4.2970297029703,1.45975720210894,101,0.8160291438979969,0.6461916461916476
536,Nude couple 11,Person,Wikipedia,4.64705882352941,1.81657418204756,102,5.72277227722772,1.66804563415506,101,0.6575591985428053,1.0
537,Nude couple 12,Person,Flickr/dat,5.06862745098039,1.29170854636173,102,5.21782178217822,1.22966629941655,101,0.7358834244080147,0.8746928746928759
538,Nude couple 13,Person,Wikipedia,5.79411764705882,1.03730644425332,102,4.51485148514851,1.57869478612009,101,0.8706739526411655,0.7002457002456998
539,Nude couple 14,Person,Wikipedia,4.84158415841584,2.0333847312662,101,5.62135922330097,1.88449038648446,103,0.693700517592743,0.9748336156103151
540,Nude man 1,Person,Flickr/Charles Roffey,4.38235294117647,0.856473516286508,102,3.28712871287129,1.63912558190864,101,0.608378870673953,0.3955773955773971
541,Nude man 2,Person,Flickr/Charles Roffey,4.44117647058824,1.04903094756343,102,3.05940594059406,1.60512792124627,101,0.6193078324225878,0.33906633906634
542,Nude man 4,Person,Flickr/Swire,4.58823529411765,1.35232063964333,102,3.66336633663366,1.77356831118946,101,0.6466302367941723,0.4889434889434889
543,Nude man 5,Person,Flickr/Travis75,4.71287128712871,1.45145880867055,101,3.61165048543689,1.91604683775869,103,0.6697866507962271,0.4761098256243887
544,Nude man 6,Person,Flickr/sea turtle,4.0,1.19404462825199,102,3.52475247524752,1.72970552063605,101,0.5373406193078328,0.45454545454545414
545,Nude man 7,Person,Flickr/O. G.,4.51485148514851,1.15424314064359,101,3.74757281553398,1.98384873811598,103,0.6329960864938948,0.5098399370244036
546,Nude man 8,Person,Flickr/John Goodridge,3.16831683168317,1.65571318126476,101,3.75728155339806,2.13038714799509,103,0.3828202492380392,0.512249230695834
547,Nude man 9,Person,Flickr/Rodrigo S_ Barreto,3.39814814814815,1.00410200560505,108,3.5,1.80613840065763,104,0.42552114956486614,0.4484029484029492
548,Nude man 10,Person,Wikipedia,3.54455445544554,1.57813023844832,101,3.71844660194175,2.22471622216846,103,0.45272232141246865,0.5026120560101156
549,Nude man 11,Person,Wikipedia,3.17647058823529,1.80434988542338,102,4.15841584158416,2.24380334818953,101,0.38433515482695774,0.611793611793613
550,Nude man 12,Person,Flickr/Chris Hunkeler,4.66336633663366,1.06091684615499,101,3.40776699029126,1.83878099648036,103,0.660589009720644,0.42551465852436754
551,Nude man 13,Person,Flickr/Sasha Kargaltsev,4.2970297029703,1.15364253090327,101,3.48543689320388,1.83572434637678,103,0.5925264657613313,0.44478900789580395
552,Nude man 14,Person,Flickr/See-ming Lee,4.34259259259259,1.41528397491961,108,3.70192307692308,1.97006632233886,104,0.6009917020845982,0.49851162351162503
553,Nude man 15,Person,Wikipedia,3.86138613861386,1.53642248727553,101,3.54368932038835,2.03294772474638,103,0.5115872242962002,0.4592447699243825
554,Nude man 16,Person,Flickr/David Shankbone,4.42592592592593,1.47378147801126,108,3.88461538461538,2.00633797841852,104,0.6164743978951641,0.5438480438480435
555,Nude man 17,Person,Wikipedia,3.72277227722772,1.43609757245939,101,3.48543689320388,2.05256452536392,103,0.4858338292845677,0.44478900789580395
556,Nude man 18,Person,Wikipedia,3.53703703703704,1.32852195241731,108,3.51923076923077,1.96068528356286,104,0.45132564258247415,0.45317520317520416
557,Nude man 19,Person,Wikipedia,4.76851851851852,1.18089528432925,108,3.79807692307692,1.87668271517667,104,0.6801254806719295,0.5223728973728973
558,Nude man 20,Person,Wikipedia,3.48148148148148,1.83670510294056,108,4.22115384615385,2.1986612465481,104,0.44100384537543025,0.6273625023625041
559,Nude man 3,Person,Flickr/Charles Roffey,4.30392156862745,1.11505641367099,102,3.25742574257426,1.80916259825663,101,0.5938069216757744,0.3882063882063896
560,Nude man 21,Person,Wikipedia,3.54901960784314,1.81646730902602,102,4.30693069306931,2.02850967095267,101,0.4535519125683069,0.6486486486486501
561,Nude man 22,Person,Wikipedia,4.80392156862745,1.06277439728768,102,3.9009900990099,1.75786774528148,101,0.6867030965391624,0.5479115479115484
562,Nude man 23,Person,Flickr/Sasha Kargaltsev,3.98039215686275,1.48910493520661,102,3.59405940594059,1.66840173712318,101,0.5336976320582891,0.47174447174447154
563,Nude woman 1,Person,Wikipedia,5.0,1.24096736459909,101,4.39805825242718,1.84889901433281,103,0.7231329690346089,0.6712626130101855
564,Nude woman 2,Person,Wikipedia,4.62376237623762,1.67243227156447,101,4.70873786407767,2.03224529533593,103,0.6532308968601775,0.7483600104959336
565,Nude woman 3,Person,Wikipedia,4.61764705882353,1.74085513098318,102,5.34653465346535,1.76881679980916,101,0.6520947176684887,0.9066339066339083
566,Nude woman 4,Person,Wikipedia,3.87128712871287,1.42592683077803,101,4.67961165048544,1.81612382013425,103,0.5134267525113168,0.7411321294816455
567,Nude woman 5,Person,Wikipedia,5.35294117647059,1.30229849222141,102,4.94059405940594,1.80455968135287,101,0.7887067395264123,0.8058968058968063
568,Nude woman 6,Person,Pixabay,4.80392156862745,1.23512308030033,102,4.45544554455446,1.7235124164058,101,0.6867030965391624,0.6855036855036875
569,Nude woman 7,Person,Pixabay,5.17821782178218,1.32963182576201,101,4.69902912621359,1.84090212037208,103,0.7562444769067079,0.7459507168245034
570,Nude woman 8,Person,Pixabay,5.37254901960784,1.41366435320195,102,4.78217821782178,1.84718142257895,101,0.7923497267759562,0.7665847665847668
