artist,album,track,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,lyrics_body
Robin Thicke,Blurred Lines (Deluxe),Blurred Lines,0.853,0.599,7,-4.756,1,0.0411,7.93e-06,0.0759,0.843,119.993,"Everybody get up  Everybody get up (hey, hey, hey) Hey, hey, hey (uh) Hey, hey, hey (ha-ha) (woo) Turn me up  If you can't hear what I'm trying to say (hey girl, come here) If you can't read from the same page (hey) Maybe I'm going deaf (hey, hey, hey) Maybe I'm going blind (hey, hey, hey) Maybe I'm out of my mind, mind (hey, hey, hey)  Okay, now he was close Tried to domesticate you But you're an animal Baby, it's in your nature (meow) Just let me liberate you (hey, hey, hey) You don't need no takers (hey, hey, hey) That man is not your maker (hey, hey, hey) And that's why I'm gon' take a good girl (everybody get up)  I know you want it (hey) I know you want it I know you want it You're a good girl (hey, hey) Can't let it get past me (oh yeah) You're far from plastic (alright) Talkin' 'bout getting blasted I hate these blurred lines I know you want it (hey) I know you want it (oh-oh-oh-oh, yeah-yeah) I know you want it But you're a good girl (ah, hey) The way you grab me Must wanna get nasty (ah, hey, hey) Go ahead, get at me (everybody get up) (come on!)  What do they make dreams for When you got them jeans on? (Why?) What do we need steam for? You the hottest bitch in this place"
Def Leppard,Hysteria (Super Deluxe),Pour Some Sugar On Me - Remastered 2017,0.267,0.953,1,-4.899,0,0.096,0.0,0.283,0.568,84.989,"Step inside (walk this way) You and me babe (hey, hey!)  Love is like a bomb, baby, c'mon get it on Livin' like a lover with a radar phone Lookin' like a tramp, like a video vamp Demolition woman, can I be your man? (Your man)  Razzle and a dazzle and a flash a little light Television lover, baby, go all night Sometime, anytime, sugar me sweet Little miss ah innocent sugar me, yeah Yeah, c'mon  Take a bottle, shake it up Break the bubble, break it up  Pour some sugar on me Ooh, in the name of love Pour some sugar on me C'mon, fire me up  Pour your sugar on me I can't get enough I'm hot, sticky sweet"
Anuel AA,China,China,0.786,0.808,7,-3.702,1,0.0882,0.000289,0.0822,0.609,105.027,"(Mi mujer me estaba llamando) (Na-na-na-na contigo perreando) (Ozuna)  Mi mujer me estaba llamando pero yo no contesté Porque yo estaba contigo perreando y de ella me olvidé Dios mío perdóname, no sé por qué yo le fallé (fallé) Yo estaba en la disco perreando y con ella me enredé  (Yo estaba en la disco perreando) Yo estaba en la disco perreando (Yo estaba en la disco perreando) Yo estaba en la disco perreando  De la forma en que me miraba Podía notar que yo tenía lo que en la disco buscaba Quería que me bailara Y el DJ que la música nunca me la bajara  Y si está prendi'a en fuego Que no se enamore, ella está pa'l juego Anda sola, nunca le baja su ego Me provoca y facilito me le pego  Y es que si está prendi'a en fuego Que no se enamore, ella está pa'l juego Anda sola, nunca le baja su ego Me provoca y facilito me le pego y es que-  Yo tengo un problema de alcohol, yo no sé por qué soy así (así) Pa' mí que el doctor estaba bebiendo el día que yo nací Baby, pon las manos en el suelo (suelo) y juégate con el pelo (el pelo) Tu cuerpo es puro veneno, bebé, tú me llevas al cielo"
Dennis Lloyd,Nevermind,Nevermind,0.6,0.688,5,-8.339,0,0.201,1.29e-05,0.409,0.0793,99.977,"What if I left and it made no sense And you tell your friends And they hold your hands Baby, nevermind, nevermind Nevermind, nevermind-  What if I left and it made no sense And you tell your friends And they hold your hands Baby, nevermind, nevermind Nevermind, nevermind-  Alright, I'm ready now, ready now I ain't gonna, I ain't gonna fall back down now Alright, I'll take it on, take it on me Take it on me, hmm, baby  All I, I ever ask, ever ask Are you gonna, are you gonna be my lover? Tonight, and take it with, take it with me Take it with me, hmm  What if I left and it made no sense And you tell your friends And they hold your hands Baby, nevermind, nevermind Nevermind, nevermind  What if I left and it made no sense And you tell your friends"
Katy Perry,One Of The Boys,I Kissed A Girl,0.699,0.76,5,-3.173,1,0.0677,0.0,0.132,0.696,129.996,"This was never the way I planned Not my intention I got so brave, drink in hand Lost my discretion It's not what I'm used to Just wanna try you on I'm curious for you Caught my attention  I kissed a girl and I liked it The taste of her cherry chapstick I kissed a girl just to try it I hope my boyfriend don't mind it It felt so wrong, it felt so right Don't mean I'm in love tonight I kissed a girl and I liked it I liked it"
Huey Lewis & The News,Greatest Hits: Huey Lewis And The News,The Power Of Love,0.768,0.829,5,-5.109,1,0.0313,2.92e-05,0.097,0.962,118.773,"The power of love is a curious thing Make a one man weep, make another man sing Change a hawk to a little white dove More than a feeling that's the power of love  Tougher than diamonds, rich like cream Stronger and harder than a bad girl's dream Make a bad one good make a wrong one right Power of love that keeps you home at night  You don't need money, don't take fame Don't need no credit card to ride this train It's strong and it's sudden and it's cruel sometimes But it might just save your life That's the power of love That's the power of love"
Gigi D'Agostino,L'Amour Toujours,L'Amour Toujours,0.638,0.877,7,-4.449,1,0.0302,0.0221,0.364,0.743,139.052,"I still believe in your eyes I just don't care what you have done in your life Baby, I'll always be here by your side Don't leave me waiting too long, please come by  I, I, I, I still believe in your eyes There is no choice, I belong to your life  Because I will live to love you someday  You'll be my baby and we'll fly away  And I'll fly with you, I'll fly with you, I'll fly with you "
Lewis Capaldi,Breach,Someone You Loved,0.501,0.405,1,-5.679,1,0.0319,0.0,0.105,0.446,109.891,"I'm going under and this time I fear there's no one to save me This all or nothing really got a way of driving me crazy  I need somebody to heal, somebody to know Somebody to have, somebody to hold It's easy to say, but it's never the same I guess I kinda liked the way you numbed all the pain  Now the day bleeds into nightfall And you're not here to get me through it all I let my guard down, and then you pulled the rug I was getting kinda used to being someone you loved  I'm going under and this time I fear there's no one to turn to"
Demi Lovato,Confident (Deluxe Edition),Cool for the Summer,0.581,0.609,10,-5.6,0,0.0357,0.000147,0.13,0.312,114.048,"Tell me what you want, what you like, it's okay I'm a little curious too Tell me if it's wrong, if it's right, I don't care I can keep a secret, can you?  Got my mind on your body and your body on my mind Got a taste for the cherry, I just need to take a bite Don't tell your mother Kiss one another Die for each other We're cool for the summer  Take me down into your paradise Don't be scared, 'cause I'm your body type Just something that we wanna try 'Cause you and I, we're cool for the summer  Tell me if I won, if I did, what's my prize? I just wanna play with you too"
Carly Rae Jepsen,Kiss (Deluxe),Call Me Maybe,0.783,0.58,7,-6.548,1,0.0408,2.28e-06,0.108,0.66,120.021,"I threw a wish in the well Don't ask me, I'll never tell I looked to you as it fell And now you're in my way I trade my soul for a wish Pennies and dimes for a kiss I wasn't looking for this But now you're in my way  Your stare was holdin' Ripped jeans, skin was showin' Hot night, wind was blowin' Where you think you're going, baby?  Hey, I just met you, and this is crazy But here's my number, so call me, maybe It's hard to look right at you, baby But here's my number, so call me, maybe Hey, I just met you, and this is crazy But here's my number, so call me, maybe And all the other boys try to chase me But here's my number, so call me, maybe"
Nelly,5,Just A Dream,0.531,0.752,1,-6.161,1,0.0305,0.0,0.12,0.103,89.917,"Uh, uh, uh (hey) I was thinking 'bout her (uh), thinking 'bout me (hey) Thinking 'bout us (us), what we gon' be (hey) Opened my eyes, yeah, it was only just a dream (hey) So I travelled back (uh) down that road Will she come back? (Back) No one knows I realize, yeah, it was only just a dream  I was at the top and now it's like I'm in the basement Number one spot and now she found her a replacement I swear now I can't take it Knowing somebody's got my baby  And now you ain't around baby I can't think I should've put it down, should've got the ring 'Cause I can still feel it in the air See her pretty face, run my fingers through her hair  My love of my life, my shawty, my wife She left me, I'm tight 'Cause I knew that it just ain't right  I was thinking 'bout her (uh), thinking 'bout me (hey) Thinking 'bout us (us), what we gon' be (hey)"
Ava Max,Heaven & Hell,Sweet but Psycho,0.72,0.706,1,-4.719,1,0.0473,0.0,0.166,0.62,133.002,"Oh, she's sweet but a psycho A little bit psycho At night, she's screamin' ""I'm-ma-ma-ma out my mind"" Oh, she's hot but a psycho So left but she's right, though At night, she's screamin' ""I'm-ma-ma-ma out my mind""  She'll make you curse, but she a blessin' She'll rip your shirt within a second You'll be coming back, back for seconds With your plate, you just can't help it  No, no, you'll play along Let her lead you on You'll be saying, ""No, no"" Then saying, ""Yes, yes, yes"" 'Cause she messin' with your head  Oh, she's sweet but a psycho A little bit psycho At night, she's screamin' ""I'm-ma-ma-ma out my mind"" Oh, she's hot but a psycho So left but she's right, though At night, she's screamin' ""I'm-ma-ma-ma out my mind"" "
Avicii,Stories,Waiting For Love,0.579,0.736,6,-3.863,0,0.0527,0.0,0.198,0.613,127.999,"Where there's a will, there's a way, kind of beautiful And every night has its day, so magical And if there's love in this life, there's no obstacle That can't be defeated  For every tyrant, a tear for the vulnerable In every lost soul, the bones of a miracle For every dreamer, a dream, we're unstoppable With something to believe in  Monday left me broken"
5 Seconds of Summer,Youngblood (Deluxe),Youngblood,0.596,0.854,7,-5.114,0,0.463,0.0,0.124,0.152,120.274,"Remember the words you told me, ""Love me 'til the day I die"" Surrender my everything 'cause you made me believe you're mine Yeah, you used to call me baby, now, you're calling me by name (mmm) Takes one to know one, yeah, you beat me at my own damn game  You push and you push and I'm pulling away Pulling away from you I give and I give and I give and you take Give and you take  Youngblood Say you want me, say you want me out of your life Then I'm just a dead man walking tonight But you need it, yeah, you need it all of the time Yeah, ooh, ooh, ooh  Youngblood Say you want me, say you want me back in your life So I'm just a dead man crawling tonight 'Cause I need it, yeah, I need it all of the time Yeah, ooh, ooh, ooh "
The Chainsmokers,Don't Let Me Down,Don't Let Me Down,0.532,0.869,11,-5.094,1,0.172,0.00508,0.136,0.422,159.803,"Crashin', hit a wall Right now, I need a miracle Hurry up now, I need a miracle  Stranded, reaching out I call your name but you're not around I say your name but you're not around  I need you, I need you, I need you right now Yeah, I need you right now So don't let me, don't let me, don't let me down I think I'm losing my mind now  It's in my head, darlin' I hope That you'll be here, when I need you the most So, don't let me, don't let me, don't let me down D-don't let me down  Don't let me down Don't let me down, down, down Don't let me down, don't let me down, down, down"
Usher,Raymond v Raymond (Expanded Edition),DJ Got Us Fallin' In Love (feat. Pitbull),0.663,0.861,7,-3.398,0,0.109,0.0,0.082,0.654,119.963,"Usher Yeah, man  So we back in the club With our bodies rocking from side to side, side-side to side Thank God the week is done I feel like a zombie gone back to life, back-back to life  Hands up And suddenly, we all got our hands up No control of my body Ain't I seen you before? I think I remember those eyes, eyes, eyes Eyes, eye-eyes  'Cause baby tonight The DJ got us falling in love again Yeah, baby tonight The DJ got us falling in love again So dance, dance Like it's the last, last night of your life, life Gon' get you right 'Cause baby tonight The DJ got us falling in love again  Keep downing drinks like there's No tomorrow, there's just right now, now, now, na-na-now, now"
Jennifer Lopez,On The 6,Waiting for Tonight,0.695,0.945,10,-6.165,0,0.0418,0.0727,0.103,0.84,125.013,"Like a movie scene In the sweetest dream I have pictured us together Now to feel your lips On my fingertips, have to say is even better  Then I ever thought it could possibly be It's perfect, it's passion, it's setting me free From all of my sadness The tears that I've cried I have spent all of my life  Waiting for tonight, oh When you would be here in my arms Waiting for tonight, oh I've dreamed of this love for so long Waiting for tonight, oh, ohh  Tender words you say, take my breath away Love me now and leave me never"
Nicki Minaj,Pink Friday (Complete Edition),Super Bass,0.723,0.86,11,-4.357,1,0.203,4.56e-06,0.598,0.667,126.979,"This one is for the boys with the booming system Top down, AC with the cooler system When he come up in the club, he be blazin' up Got stacks on deck like he saving up  And he ill, he real, he might gotta deal He pop bottles and he got the right kind of build He cold, he dope, he might sell coke He always in the air, but he never fly coach He a motherfuckin' trip, trip, sailor of the ship, ship When he make it drip, drip, kiss him on the lip, lip That's the kinda dude I was lookin' for And yes, you'll get slapped if you're looking, hoe  I said, ""Excuse me, you're a hell of a guy"" I mean my, my, my, my you're like pelican fly I mean, you're so shy and I'm loving your tie You're like slicker than the guy with the thing on his eye, oh Yes, I did, yes, I did Somebody please tell him who the f I is I am Nicki Minaj, I mack them dudes up Back coupes up and chuck the deuce up  Boy, you got my heartbeat running away Beating like a drum and it's coming your way Can't you hear that Boom, ba-doom, boom-boom, ba-doom, boom, bass He got that super bass Boom, ba-doom, boom-boom, ba-doom, boom, bass Yeah, that's that super bass  Boom, boom (bass), boom, boom (bass) Boom, boom (bass), boom, boom (bass) Boom, boom (bass), boom, boom (bass) Boom, boom (bass), boom, boom (bass)"
Marshmello,FRIENDS,FRIENDS,0.626,0.88,9,-2.384,0,0.0504,0.0,0.128,0.534,95.079,"You say you love me, I say you're crazy We're nothing more than friends You're not my lover, more like a brother I know you since we were like ten, yeah  Don't mess it up, talking that shit Only gonna push me away, that's it When you say you love me, that make me crazy Here we go again  Don't go look at me with that look in your eye You really ain't goin' away without a fight You can't be reasoned with, I'm done being polite I've told you one, two, three, four, five, six thousand times  Haven't I made it obvious? Haven't I made it clear? Want me to spell it out for you? F-R-I-E-N-D-S Haven't I made it obvious? Haven't I made it clear? Want me to spell it out for you? F-R-I-E-N-D-S F-R-I-E-N-D-S"
Zara Larsson,So Good,Lush Life,0.694,0.712,7,-3.923,0,0.046,0.0,0.211,0.799,98.023,"I live my day as if it was the last Live my day as if there was no past Doin' it all night, all summer Doin' it the way I wanna Yeah, I'ma dance my heart out 'til the dawn But I won't be done when mornin' comes Doin' it all night, all summer Gonna spend it like no other  It was a crush But I couldn't, couldn't get enough It was a rush But I gave it a... It was a crush Now, I might've went and said too much But, that's all it was So, I gave it a...  I live my day as if it was the last Live my day as if there was no past Doin' it all night, all summer Doin' it the way I wanna Yeah, I'ma dance my heart out 'til the dawn But I won't be done when mornin' comes Doin' it all night, all summer Gonna spend it like no other  It was a crush"
Justin Timberlake,The 20/20 Experience (Deluxe Version),Mirrors,0.574,0.512,5,-6.664,0,0.0503,0.0,0.0946,0.512,76.899,"Aren't you somethin' to admire? 'Cause your shine is somethin' like a mirror And I can't help but notice You reflect in this heart of mine If you ever feel alone and The glare makes me hard to find Just know that I'm always Parallel on the other side  'Cause with your hand in my hand and a pocket full of soul I can tell you there's no place we couldn't go Just put your hand on the glass I'll be there to pull you through You just gotta be strong  'Cause I don't wanna lose you now I'm lookin' right at the other half of me The vacancy that sat in my heart Is a space that now you hold Show me how to fight for now And I'll tell you, baby, it was easy Comin' back here to you once I figured it out You were right here all along  It's like you're my mirror (oh-oh) My mirror staring back at me (oh-oh, oh-oh, oh-oh) I couldn't get any bigger (oh-oh) With anyone else beside me (oh-oh, oh-oh, oh-oh) And now it's clear as this promise That we're makin' Two reflections into one 'Cause it's like you're my mirror (oh-oh) My mirror staring back at me, staring back at me  Aren't you somethin', an original? 'Cause it doesn't seem merely assembled And I can't help but stare 'Cause I see truth somewhere in your eyes Ooh, I can't ever change without you You reflect me, I love that about you And if I could I would look at us all the time  'Cause with your hand in my hand and a pocket full of soul I can tell you there's no place we couldn't go Just put your hand on the past I'm here tryna pull you through"
The Wanted,Battleground (Deluxe Edition),Glad You Came,0.722,0.851,7,-3.873,0,0.0639,0.0,0.108,0.452,126.885,"The sun goes down, the stars come out And all that counts is here and now My universe will never be the same I'm glad you came (Came, came, came)  You cast a spell on me, spell on me You hit me like the sky fell on me, fell on me And I decided you look well on me, well on me So let's go somewhere no one else can see, you and me  Turn the lights out now Now I'll take you by the hand Hand you another drink Drink it if you can Can you spend a little time? Time is slipping away Away from us, so stay Stay with me, I can make Make you glad you came "
Flo Rida,R.O.O.T.S. (Route of Overcoming the Struggle),Right Round,0.72,0.672,7,-6.852,1,0.0551,0.0,0.232,0.705,124.986,"You spin my head right round, right round When you go down, when you go down, down You spin my head right round, right round When you go down, when you go down, down Hey  Walk out the house with my swagger Hop in the whip yo I got places to go People to see, time is precious I look at my Cartier, out of control Just like my mind where I'm going No women, no shorties, no nothing my clothes No stomping on my Perreli's on froze Unlike my jewelry that's always on cold I know the storm is coming  My pockets keep telling me it's gonna shower Call up my homies it's on and poppin' tonight 'cause it's meant to be ours We keep a fade away shot 'cause we balling this platinum patron every hour Look momma I owe you just like the flowers Girl you the truth with all that goody sour Go  You spin my head right round, right round When you go down, when you go down, down You spin my head right round, right round When you go down, when you go down, down "
Pitbull,Pitbull Starring In Rebelution,I Know You Want Me (Calle Ocho),0.817,0.733,2,-6.009,1,0.145,4.31e-05,0.107,0.833,127.056,"Haha It's Mr. 305 checkin' in for the remix You know that 75 Street Brazil? Well, this year gon' be called Calle Ocho Hahahaha ¿Qué bola Cata, qué bola Omega? And this how we gon do it Dale  One, two, three, four Uno, dos, tres, cuatro I know you want me (want me) You know I want ya (want ya) I know you want me You know I want ya (want ya) I know you want me (want me) You know I want ya (want ya) I know you want me You know I want ya (want ya)  One, two, three, four Uno, dos, tres, cuatro Rumba (sí) Ella quiere su rumba (cómo?) Rumba (sí) Ella quiere si rumba (cómo?) Si e' verdad que tú ere' guapa Yo te voy a poner gozar Tú tienes la boca grande, dale, ponte a jugar (cómo?) One, two, three, four Uno, dos, tres, cuatro  Tick to the tock, on my way to the top, huh Pit got it locked from goons to the locks, yuh R.I.P., uh, BIG and Pac That he's not, but damn he's hot Label flop but Pit won't stop Got her in the cockpit playin' with Pit's (cómo?) Now watch me make a movie like Albert Hitchcock, haha (enjoy me, woo)"
Lil Nas X,7 EP,Old Town Road - Remix,0.878,0.619,6,-5.56,1,0.102,0.0,0.113,0.639,136.041,"Yeah, I'm gonna take my horse to the old town road I'm gonna ride 'til I can't no more I'm gonna take my horse to the old town road I'm gonna ride (Kio, Kio) 'til I can't no more  I got the horses in the back Horse tack is attached Hat is matte black Got the boots that's black to match Riding on a horse, ha You can whip your Porsche I been in the valley You ain't been up off the porch, now  Can't nobody tell me nothing You can't tell me nothing Can't nobody tell me nothing"
G-Eazy,When It's Dark Out,"Me, Myself & I",0.756,0.674,0,-6.518,0,0.0959,0.0,0.158,0.389,111.995,"I'm too fucked up, I can't even tolerate myself Sleep with one eye open, in case they try and move in stealth And my mama's worried 'bout me, but I ain't scared to go to hell Only God can judge me, it's just I, me and myself, yeah It's just I, me and myself  I love my lil' brother, he remind me of myself I be nasty on my Nas shit, ain't really hard to tell You know that they be crawlin', if they buyin', I'm gon' sell, yeah It's just I, me and myself  I love my lil' brother, he remind me of myself I be nasty on my Nas shit, ain't really hard to tell Uh, it's just I, me and myself  Long lines on AC Transit, I put that Illmatic CD on Lookin' out the window, at the walls they put graffiti on Passin' by the billboards I knew one day I would see me on But until then, just keep keepin' on Easier said than done, I was the one they kept on sleepin' on They told me keep dreamin' on  Back then, I had Girbauds, a 3X tall tee, and a beanie on Who knew that me, myself and I would make it here? That's crazy A lot of shit has changed since the version I had Bebe on Love my lil' brother, born a day apart and three years Both Gemini twins, everything we been through, we share these tears"
Calvin Harris,How Deep Is Your Love,How Deep Is Your Love,0.738,0.868,11,-4.373,0,0.0731,0.00169,0.388,0.336,122.003,"Oh-oh-oh ohh Oh-oh Oh-oh-oh ohh  I want you to breathe me in Let me be your air Let me roam your body freely No inhibition, no fear  How deep is your love? Is it like the ocean? What devotion are you?  How deep is your love? Is it like nirvana? Hit me harder again  How deep is your love? How deep is your love? How deep is your love?  Is it like the ocean? Pull me closer again  How deep is your love?  Oh-oh-oh-oh Oh-oh-oh-oh Oh-oh-oh-oh  How deep is your love?  Oh-oh-oh-oh Oh-oh-oh-oh"
Arizona Zervas,ROXANNE,ROXANNE,0.621,0.601,6,-5.616,0,0.148,0.0,0.46,0.457,116.735,"All for the 'Gram Bitches love the 'Gram Oh wait, shit  94 don't need no brakes, yeah  Roxanne Roxanne All she wanna do is party all night God damn, Roxanne Never gonna love me but it's alright She think I'm an asshole She think I'm a player She keep running back though Only 'cause I pay her Roxanne Roxanne All she wanna do is party all night  Met her at a party in the hills, yeah She just wanna do it for the thrill, yeah Shawty drive a poodle with no top But if I throw this money, she gon' drop, ayy  She don't wait in lines if it's too long She don't drive the whip unless the roof off Only want to call when the cash out"
Nico & Vinz,Black Star Elephant,Am I Wrong,0.729,0.675,8,-6.003,1,0.0312,1.58e-06,0.55,0.779,119.968,"Am I wrong... For thinking out the box from where I stay? Am I wrong for saying that I'll choose another way? I ain't trying to do what everybody else doing Just cause everybody doing what they all do If one thing I know, how far would I grow? I'm walking down this road of mine, this road that I call home... So am I wrong ""Whoa"" For thinking that we could be something for real? Now am I wrong for trying to reach the things that I can't see? But that's just how I feel, ""Ah uuh uhh eww wah... "" That's just how I feel ""Ah uuh uhh eww wah... "" That's just how I feel trying to reach the things that I can't see ""Ah uuh uhh eww wah...""""See, See"" Am I tripping for having a vision? ""Huh"" My prediction, I'mma be on the top of the world Hope you, hope you don't look back, always do what you decide Don't let them control your life, that's just how I feel oh we oh... Fight for yours and don't let go, don't let them compare you, no Don't worry, you're not alone, that's just how we feel"
Fifth Harmony,7/27 (Deluxe),Work from Home (feat. Ty Dolla $ign),0.803,0.585,8,-5.861,1,0.0432,3.94e-06,0.0644,0.593,105.017,"I ain't worried 'bout nothin' I ain't wearin' na-nada I'm sittin' pretty, impatient But I know you gotta  Put in them hours I'ma make it harder I'm sendin' pic' after picture I'ma get you fired  I know you're always on that night shift But I can't stand these nights alone And I don't need no explanation 'Cause, baby, you're the boss at home  You don't gotta go to work Work, work, work, work, work, work But you gotta put in work Work, work, work, work, work, work You don't gotta go to work Work, work, work, work, work, work Let my body do the work Work, work, work, work, work, work  We can work from home, oh-oh, oh-oh We can work from home, oh-oh, oh-oh "
MEDUZA,Piece Of Your Heart,Piece Of Your Heart,0.677,0.744,10,-6.806,0,0.0295,0.00016,0.074,0.631,124.08,"Show me a piece of your heart, a piece of your love I'm calling you up to getting down, down, down The way that we touch is never enough I'm turning you up to getting down, down Show me a piece of your heart, a piece of your love I'm calling you up to getting down, down, down The way that we touch is never enough I'm turning you up to getting down, down, down  What? Sorry, just quickly What if it's Da, da, da, uh, uh Da, da, da, uh, uh Down, down, down  Uh, da, da, da, uh, uh Da, da, da, uh, uh Da, da, da, uh, uh Da, da, da Uh, da, da, da, uh, uh"
Mabel,Ivy To Roses (Mixtape),Don't Call Me Up,0.674,0.881,9,-2.853,1,0.147,3.01e-06,0.0793,0.234,98.994,"When I'm underneath the bright lights When I'm tryna have a good time 'Cause I'm good now you ain't mine Na, na, na, na, don't call me up When you're looking at my photos Getting hot, losing control You want me more now I let go Na, na, na, na  I'm over you and I don't need your lies no more 'Cause the truth is without you, boy, I'm stronger And I know, you said that I changed with my cold heart But it was your game that left scars Ooh, I'm over you  Don't call me up I'm going out tonight Feeling good now you're outta my life Don't wanna talk about us Gotta leave it behind One drink and you're outta my mind  Na, na, take it up Baby, I'm on a high And you're alone, going out of your mind But I'm here up in the club And I don't wanna talk"
Marc Anthony,3,Vivir Mi Vida,0.656,0.877,0,-3.231,0,0.0342,0.0,0.349,0.894,105.018,"Voy a reír, voy a bailar Vivir mi vida, la, la, la, la Voy a reír, voy a gozar Vivir mi vida, la, la, la, la  Voy a reír (¡eso!), voy a bailar Vivir mi vida, la, la, la, la Voy a reír, voy a gozar Vivir mi vida, la, la, la, la  A veces llega la lluvia Para limpiar las heridas A veces solo una gota Puede vencer la sequía  ¿Y para qué llorar, pa qué? Si duele una pena, se olvida ¿Y para qué sufrir, pa qué? Si así es la vida, hay que vivirla, la, la, le "
Lizzo,Cuz I Love You (Super Deluxe),Truth Hurts,0.715,0.624,4,-3.046,0,0.114,0.0,0.123,0.412,158.087,"Why men great 'til they gotta be great? Wooh  I just took a DNA test, turns out I'm 100% that bitch Even when I'm crying crazy Yeah, I got boy problems, that's the human in me Bling bling, then I solve 'em, that's the goddess in me You coulda had a bad bitch, non-committal Help you with your career, just a little You're supposed to hold me down But you're holding me back And that's the sound of me not calling you back  Why men great 'til they gotta be great? Don't text me, tell it straight to my face Best friend sat me down in the salon chair Shampoo press, get you out of my hair Fresh photos with the bomb lighting New man on the Minnesota Vikings Truth hurts, needed something more exciting Bom bom bi bom bi dum dum, ay "
Gwen Stefani,Love Angel Music Baby (Deluxe Version),Hollaback Girl,0.926,0.916,10,-2.221,0,0.0929,6.17e-06,0.0234,0.904,110.007,"Uh huh, this my shit All the girls stomp your feet like this  A few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no hollaback girl I ain't no hollaback girl  A few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no hollaback girl I ain't no hollaback girl  Ooh, ooh, this my shit, this my shit Ooh, ooh, this my shit, this my shit Ooh, ooh, this my shit, this my shit Ooh, ooh, this my shit, this my shit  I heard that you were talking shit And you didn't think that I would hear it People hear you talking like that Getting everybody fired up  So I'm ready to attack, gonna lead the pack Gonna get a touchdown, gonna take you out That's right, put your pom-poms downs Getting everybody fired up  A few times I've been around that track So it's not just gonna happen like that"
Paul Oakenfold,Bunkka,Starry Eyed Surprise,0.721,0.794,4,-6.134,1,0.132,0.00013,0.283,0.562,103.211,"Oooh La La I see stars I'm seeing stars x6  Once again, I find myself with my friends, dancing the night away, Its like the party never ends. Then again we don't want it to stop, 'cause tonight's the night it goes sweatbox, laser beams, flashing lights, wild cards, Men from Mars, dressed in Stars and stripes, Eclectic electric Ladies of the evening Drinking booze and mingling .  Mashing to the music, I can do anything Freaky dicky star speckles and pink butterflies And life is nice, so nice. I walk into a club and I've found paradise, I'm seeing stars, I can't believe my eyes."
David Guetta,One Love (Deluxe),When Love Takes Over (feat. Kelly Rowland),0.675,0.862,11,-4.614,1,0.0253,0.000427,0.169,0.498,129.967,"It's complicated It always is That's just the way it goes Feels like I've waited so long for this I wonder if it shows  Head underwater Now I can't breathe It never felt so good 'Cause I can feel it coming over me I wouldn't stop it if I could  When love takes over, yeah You know you can't deny When love takes over, yeah 'Cause something's here tonight  Give me a reason"
Timbaland,Shock Value,The Way I Are,0.731,0.807,3,-6.492,0,0.1,0.751,0.319,0.765,114.759,"(State of emergency) Yeah, yeah (yeah) Yeah, yeah (yeah) Remember the time, baby Yeah, yeah  I ain't got no money I ain't got no car to take you on a date I can't even buy you flowers But together we can be the perfect soulmates Talk to me, girl  Oh, baby, it's alright now, you ain't gotta flaunt for me If we go Dutch, you can still touch, my love, it's free We can work without the perks, just you and me"
Shakira,Laundry Service,"Whenever, Wherever",0.794,0.832,1,-4.862,0,0.0407,1.14e-05,0.203,0.871,107.657,"Lucky you were born that far away so We could both make fun of distance Lucky that I love a foreign land for The lucky fact of your existence  Baby, I would climb the Andes solely To count the freckles on your body Never could imagine there were only Ten million ways to love somebody  Le-do-lo-le-lo-le, le-do-lo-le-lo-le Can't you see? I'm at your feet  Whenever, wherever We're meant to be together I'll be there, and you'll be near And that's the deal, my dear There over, hereunder You'll never have to wonder We can always play by ear But that's the deal, my dear "
Akon,Trouble Deluxe Edition,Lonely,0.634,0.526,5,-7.881,0,0.0333,0.0,0.257,0.623,90.087,"Lonely, I'm Mr. Lonely I have nobody for my own I'm so lonely, I'm Mr. Lonely I have nobody for my own I'm so lonely  Yo! This one here Goes out to all my players out there man, ya know That got that one good girl who's always been there man, like Took all the bullshit But then one day she can't take it no more and decide to leave Yeah  I woke up in the middle of the night And I noticed my girl wasn't by my side Coulda sworn I was dreaming, for her I was feenin' So I had to take a little ride  Back tracking over these few years Tryna figure out what I do to make it go bad 'Cause ever since my girl left me My whole life came crashing and I'm so  Lonely (So lonely) I'm Mr. Lonely (Mr. Lonely) I have nobody (I have nobody) For my own (To call my own girl) I'm so lonely (So lonely) I'm Mr. Lonely (Mr. Lonely) I have nobody (I have nobody) For my own (To call my own girl)  Can't believe I had a girl like you"
